id,created_at,text
861037976075284485,2017-05-07 02:00:25,Studies have shown that drinking bleach is not the most effective teeth whitener.
860992650731814914,2017-05-06 23:00:19,Ice is cold.
860856932759994369,2017-05-06 14:01:01,A cactus is not the same as a bald headed man.
860675519691366401,2017-05-06 02:00:09,"If you dropped a camel from 30,000 feet, there's a good chance it'll die."
860630305446801410,2017-05-05 23:00:29,"Under your clothes, you're naked."
860313219155537920,2017-05-05 02:00:29,The Milky Way galaxy is not actually made of milk.
860267962850324485,2017-05-04 23:00:40,The sun is not cold.
859950842715160576,2017-05-04 02:00:32,Research has proven that sex is the leading cause of pregnancy.
859905576582737920,2017-05-03 23:00:40,Today is not Christmas and neither is tomorrow or the next day or the next day.
859588327175049218,2017-05-03 02:00:02,You have a 0% chance of turning into a camel within the next year.
859543039974543360,2017-05-02 23:00:04,Miley Cyrus and Hannah Montana were the same people.
859225954656423936,2017-05-02 02:00:05,Birthdays are good for your health. Studies have shown that people who have more birthdays live the longest.
859180712842461184,2017-05-01 23:00:19,"If you're hungry, you should eat some food or something."
858863672801841152,2017-05-01 02:00:31,You are now breathing manually after reading this.
858818326683934720,2017-04-30 23:00:19,Rudolph the red nose reindeer had a red nose.
858682451312431104,2017-04-30 14:00:24,Studies show that jumping off skyscrapers is likely to reduce your life expectancy by up to 100%.
858501191013208064,2017-04-30 02:00:08,100% of teenagers are not 63 years of age.
858455942802927616,2017-04-29 23:00:20,"If you have 2 pens, and your friend Mike has 4 pens, then you have at least one friend."
858320078747684864,2017-04-29 14:00:28,Dogs are not cats.
858138865034571776,2017-04-29 02:00:23,Typically humans are born naked.
858093497836077062,2017-04-28 23:00:07,Crocodiles do not make good house pets.
857776533397803008,2017-04-28 02:00:36,Today is still not Christmas.
857731279508340736,2017-04-27 23:00:47,Today is not Halloween.
857414060257751043,2017-04-27 02:00:16,The color blue is not red.
857368731412037632,2017-04-26 23:00:09,"If a man is bald, there's a very high chance he has no hair."
857051757351886848,2017-04-26 02:00:36,Studies have proven that 100% of divorced men were once married.
857006493161463808,2017-04-25 23:00:45,"If you lose something then find it, it is not lost anymore."
856689341296455680,2017-04-25 02:00:30,"If a person is homeless, there's a very high probability that they do not have a home."
856643933669142528,2017-04-24 23:00:04,The sun is not cold.
856281530150395904,2017-04-23 23:00:00,Do you have my notifications turned on?
856145635346702337,2017-04-23 14:00:00,Sharks are the number one cause of shark attacks.
855964471734542338,2017-04-23 02:00:07,Sunscreen will not work if you eat it.
855919254901805056,2017-04-22 23:00:27,Ice is actually frozen water.
855783446303649792,2017-04-22 14:00:47,You should not drink boiling water.
855602054185857024,2017-04-22 02:00:00,Cats and children should not be kept in the refrigerator.
855556850615451648,2017-04-21 23:00:23,Studies have shown that YouTube contains a lot of videos.
855239736222507008,2017-04-21 02:00:17,You're more likely to get fired from work if you never show up.
855194530047512576,2017-04-20 23:00:39,"Open your eyes. Do you see anything? Congrats, you're not blind."
854877425561477120,2017-04-20 02:00:35,The day you were born is known as your birthday.
854832204106649600,2017-04-19 23:00:54,You should not flush potatoes down the toilet.
854515033837056000,2017-04-19 02:00:34,Have you turned on my notifications yet?!
854469652839358466,2017-04-18 23:00:15,Saturday the 14th usually follows after Friday the 13th.
854152553709350912,2017-04-18 02:00:12,It's easier to see the sun during the daytime than it is at night.
854107437523251201,2017-04-17 23:00:56,Drinking water is good for you. Drowning in water is bad for you.
853790118787809280,2017-04-17 02:00:01,Breaking the law is illegal.
853744816466821121,2017-04-16 23:00:00,Water is wet.
853609128043970560,2017-04-16 14:00:50,"Before the invention of the car, there were no cars."
853427760399884292,2017-04-16 02:00:08,Sunburns are typically caused from the sun.
853382464479297536,2017-04-15 23:00:09,Jellyfish are not made of jelly.
853246623656415236,2017-04-15 14:00:22,"If you are allergic to peanuts, you probably shouldn't eat them."
853065339688673280,2017-04-15 02:00:00,You are on Twitter.
853020120800788481,2017-04-14 23:00:19,"If you drive 3 hours north and throw a brick in a puddle, you've just wasted your time."
852702998581084160,2017-04-14 02:00:11,Fish cannot climb trees.
852657731525898241,2017-04-13 23:00:19,"In a year from now, you'll be a year older than you are today."
852340730215510016,2017-04-13 02:00:40,There are 60 seconds in a minute.
852295477928349696,2017-04-12 23:00:51,Snoop Dogg is not actually a dog.
851978297747623936,2017-04-12 02:00:29,A lemon is not the same thing as a shoe.
851932961440239616,2017-04-11 23:00:20,Baby oil isn't made from babies.
851615859302912001,2017-04-11 02:00:17,Studies have proven that your dad is actually your father.
851570628725493762,2017-04-10 23:00:33,Meth is not a safe alternative to tobacco smoking.
851253450436464641,2017-04-10 02:00:12,You should not iron clothes while wearing them.
851208179925094402,2017-04-09 23:00:19,Batman is not Ironman.
851072360576929793,2017-04-09 14:00:37,Breathing water does not have the same effect as breathing air.
850891014239920128,2017-04-09 02:00:01,You cannot ride a bike without a bike.
850845812116664322,2017-04-08 23:00:24,The average living person breathes at least once per day.
850709886388273152,2017-04-08 14:00:16,"Contrary to popular belief, the moon is not actually the same thing as your butt."
850528678744379392,2017-04-08 02:00:13,"Studies have proven that if you're alive, you're still living."
850483348493524992,2017-04-07 23:00:06,100% of all murderers have killed someone.
850166346214191104,2017-04-07 02:00:26,"If you jump in front of a train, there's a good chance you'll die."
850120972875300865,2017-04-06 23:00:09,"Ice cream is best stored in a freezer, not an oven."
849803909380145152,2017-04-06 02:00:15,Most of your parents have had at least one child.
849758782951436288,2017-04-05 23:00:56,Scientists have discovered that whales usually don't live in deserts.
849441553500319744,2017-04-05 02:00:22,Microwaves do not have toes.
849396224310509571,2017-04-04 23:00:15,Brunettes typically have brown hair.
849079165076865024,2017-04-04 02:00:22,You are reading this on Twitter.
849034025968820225,2017-04-03 23:01:00,Drug addicts tend to do more drugs than people who don't do drugs.
848716748836786176,2017-04-03 02:00:15,The sun is not the moon.
848671455122522112,2017-04-02 23:00:17,Bananas do not have ears.
848535761754484736,2017-04-02 14:01:05,Strawberries are strawberry flavored.
848354299277185025,2017-04-02 02:00:01,Take some water and pour it on your toes... Now you have wet toes.
848309016623271936,2017-04-01 23:00:05,The color orange is not green.
848173334118445056,2017-04-01 14:00:55,Driving while under the influence of alcohol is one of the main causes of drunk driving.
847991909889048576,2017-04-01 02:00:00,"If it looks like a duck, sounds like a duck, and walks like a duck, it's not a hippo."
847946792926924801,2017-03-31 23:00:44,Snakes and toilet paper are not the same thing.
847629637408628736,2017-03-31 02:00:28,"If you walk down the street, chances are you won't see any dinosaurs... Because they're extinct."
847584438041104385,2017-03-30 23:00:52,Vegetarians tend to eat vegetables.
847267199957975041,2017-03-30 02:00:16,Horses can't fly.
847221868314734592,2017-03-29 23:00:08,You can't buy cars at restaurants.
846904900009127936,2017-03-29 02:00:37,Rocks don't have legs.
846542504073838592,2017-03-28 02:00:35,A six pack of beer contains six beers.
846497090368929794,2017-03-27 23:00:08,"If you touch fire, there is a high probability that you will get burnt."
846180099519066118,2017-03-27 02:00:31,There are no living humans who have dinosaurs as pets.
846134820006739969,2017-03-26 23:00:36,Pigs are not known to be skilled surfers.
845998974238625793,2017-03-26 14:00:48,"A glass is called ""glass"" because it is made from glass."
845817684902195201,2017-03-26 02:00:25,The majority of humans cannot turn into guinea pigs.
845772343884611584,2017-03-25 23:00:15,Do not jump out of a window. You cannot fly.
845636555809148928,2017-03-25 14:00:40,Going into space with only a bathing suit and top hat on is not recommended.
845455206838095877,2017-03-25 02:00:03,Cheese is not a letter of the alphabet.
845410160738734081,2017-03-24 23:01:03,Brushing your teeth with boiling water is very likely to burn your mouth.
845092825523998720,2017-03-24 02:00:05,1+1 does not actually equal a window.
845047682519457797,2017-03-23 23:00:42,Calendars tend to tell you what day it is.
844730575244197888,2017-03-23 02:00:38,Fire is not H2O.
844685448207388672,2017-03-22 23:01:19,Breathing is a good way to stop yourself from dying.
844368089768771584,2017-03-22 02:00:14,There is a 100% chance that you have taken a breath within the last hour.
844322832117125120,2017-03-21 23:00:24,Older brothers tend to be older than younger brothers.
844005679480344577,2017-03-21 02:00:09,Eating glass will probably hurt.
843960389528440835,2017-03-20 23:00:11,Throwing a sloth at your TV will not help you change the channel.
843643324405862402,2017-03-20 02:00:17,Putting ketchup on your hotdogs won't bring the dinosaurs back.
843598072705957888,2017-03-19 23:00:28,"Thanks to scientists, we know that owls are called owls."
843462207371382786,2017-03-19 14:00:35,Solid water is commonly known as ice.
843280927161827328,2017-03-19 02:00:15,Owning 42 plastic spatulas does not classify you as a Millionaire.
843235732722515968,2017-03-18 23:00:39,Swimming in lava is a once in a lifetime experience.
843099824425787392,2017-03-18 14:00:36,A cucumber can't buy a house.
842918603565518849,2017-03-18 02:00:30,Blue is not a letter of the alphabet.
842873272597446658,2017-03-17 23:00:22,Your parents are probably older than you.
842556145441148928,2017-03-17 02:00:13,Typically Christmas is in December.
842511010330284032,2017-03-16 23:00:52,"If your eyes hurt, shoving forks in them will not help."
842193760394063872,2017-03-16 02:00:14,Today is not Christmas Eve.
842148575576494081,2017-03-15 23:00:41,Putting salt in your eye is unlikely to make you smarter.
841831363208708096,2017-03-15 02:00:12,Breathing underwater does not have the same effect as breathing air.
841786210209128449,2017-03-14 23:00:46,Cows do not meow.
841423694647967744,2017-03-13 23:00:16,Orange peels don't usually come from bananas.
841106541684092928,2017-03-13 02:00:01,You cannot drive a chicken nugget to work.
841061346829561857,2017-03-12 23:00:25,Gasoline will not put out a fire.
840925467469369344,2017-03-12 14:00:29,Turtles are not good at basketball.
840759285730684928,2017-03-12 03:00:08,A puppy and a crocodile will not react the same way if you pet them.
840714135969103872,2017-03-12 00:00:44,If you eat spoons you should probably stop eating spoons.
840578114929512450,2017-03-11 15:00:14,Playing dodgeball with live grenades is somewhat dangerous.
840397014785503233,2017-03-11 03:00:36,Walking a dog is easier than walking a grizzly bear.
840351744357982208,2017-03-11 00:00:43,There are 4 letters in the first 4 letters of the alphabet.
840034586985934850,2017-03-10 03:00:27,Today is the day after yesterday.
839989344085635073,2017-03-10 00:00:40,Ketchup does not have a gender.
839672104375226372,2017-03-09 03:00:04,"If you are hungry, eating may help."
839627091750629376,2017-03-09 00:01:12,Running the fastest in a race can help you win first place.
839309879147909121,2017-03-08 03:00:43,Kangaroos and tomatoes are not related.
839264583386873856,2017-03-08 00:00:44,"If you jump in a pool, you will probably get wet."
838947477717991424,2017-03-07 03:00:40,Chopping down a tree with a tube of toothpaste is difficult.
838902197085683712,2017-03-07 00:00:44,It is easier to see when your eyes are not closed.
838585022705766400,2017-03-06 03:00:24,Today is still not Christmas.
838539901872263168,2017-03-06 00:01:06,"If you trade a $100 bill for a $10 bill, you are probably not smart or you are very nice."
838403730835927040,2017-03-05 15:00:00,A duck is not a giraffe.
838222598681018368,2017-03-05 03:00:15,Justin Bieber's last name is Bieber because his father's last name is Bieber.
838177258254831616,2017-03-05 00:00:05,A blue shirt is probably blue.
838041523644166144,2017-03-04 15:00:43,A dog is always a dog unless it is a cat.
837860146462277632,2017-03-04 03:00:00,"In 10 minutes from now, you will be 10 minutes older."
837814933794484225,2017-03-04 00:00:20,An empty refrigerator probably has nothing in it.
837497866797080576,2017-03-03 03:00:26,It is difficult to brush your hair with a tree.
837452517436977152,2017-03-03 00:00:13,Throwing a brick at your mother is not a nice thing to do.
837135374896017409,2017-03-02 03:00:01,Smoking crack is not good for your health.
837090149544656896,2017-03-02 00:00:18,Babies are not washing machine safe.
836773119041863680,2017-03-01 03:00:32,The Great Wall of China is in China.
836410636796116992,2017-02-28 03:00:10,A potato does not have wifi capability.
836365379467378689,2017-02-28 00:00:20,Take your age and subtract 2 then add 2. That is your exact age.
836048210510643201,2017-02-27 03:00:01,"If you are 19 years old, chances are you have not been alive for 63 years."
836002973117530113,2017-02-27 00:00:15,Studies show that there are at least 12 people living in the United States.
835867244869611520,2017-02-26 15:00:55,You are highly likely to have a birthday at some point this year.
835685823966248960,2017-02-26 03:00:01,Mayonnaise is not an instrument.
835640684321337344,2017-02-26 00:00:39,Justin Bieber is sorry.
835504697469505536,2017-02-25 15:00:17,If you are reading this you are probably not blind.
835323534826156034,2017-02-25 03:00:24,Drinking bleach will probably not be very beneficial for your health.
835278324129742848,2017-02-25 00:00:45,We still do not know who let the dogs out.
834961197590011904,2017-02-24 03:00:36,It is probably not safe to dry clean your cat.
834915745708519424,2017-02-24 00:00:00,You can stay hydrated by drinking water.
834598719177838597,2017-02-23 03:00:15,Drinking expired milk is probably gross.
834553463916883968,2017-02-23 00:00:25,Studies show that 100% of people who drink water end up dying at some point.
834236312114847747,2017-02-22 03:00:10,Throwing a clock out the window will not make time fly.
834191175699595264,2017-02-22 00:00:49,An orange is not purple.
833874069888069632,2017-02-21 03:00:45,Rock music is not sung by rocks.
833828715033423872,2017-02-21 00:00:32,The first letter of the alphabet is not 1.
833511690922815488,2017-02-20 03:00:47,Studies show that fire is extremely likely to be hot.
833466300215222272,2017-02-20 00:00:25,"By the age of 16, you have lived 8 years... twice."
833330431932116992,2017-02-19 15:00:32,If an elephant sits on you it may hurt.
833149200972017665,2017-02-19 03:00:23,2+2 does not equal Brad Pitt.
833103883304128512,2017-02-19 00:00:18,"If you jump in an empty pool, it will probably not make a splash."
832968150987788288,2017-02-18 15:00:57,Cows typically cannot speak English.
832786742583242752,2017-02-18 03:00:06,Planet Earth weighs at least 5 lbs.
832741443454148608,2017-02-18 00:00:06,Studies show that sharks are incapable of flossing.
832424332169207808,2017-02-17 03:00:01,Girls have a higher risk of getting pregnant than boys.
832379281447739392,2017-02-17 00:01:00,Drinking hot tea does not make you a hottie.
832062119772377089,2017-02-16 03:00:42,"Chances are if you drink candle wax, it will not taste like coffee."
831337210410569728,2017-02-14 03:00:11,"If you walk into your home and it looks exactly like a Burger King, then you might be in a Burger King."
831292051685781504,2017-02-14 00:00:44,Today is not Christmas.
830974844531535874,2017-02-13 03:00:16,If you are reading this you are not dead.
830929485952344065,2017-02-13 00:00:02,Humans do not grow from the ground like trees.
830793852109910017,2017-02-12 15:01:04,Apple does not sell real apples.
830612505173045249,2017-02-12 03:00:27,Typically school busses can not play soccer.
830567276613083137,2017-02-12 00:00:44,Polar bears are a type of bear.
830431219930251268,2017-02-11 15:00:06,Butterflies are not made of butter.
830250079613227008,2017-02-11 03:00:18,If you cut off your hand it most likely won't grow back.
830204746820644864,2017-02-11 00:00:10,You were not born a camel.
829887647212527617,2017-02-10 03:00:08,Pineapples are not apples that grow on pine trees.
829842480111710208,2017-02-10 00:00:39,"If you go into your bathroom at 1 AM , look in the mirror and say ""ostrich"" 3 times, nothing will happen."
829525369833263104,2017-02-09 03:00:34,You need a twitter account to make a tweet.
829480076458725377,2017-02-09 00:00:35,Losing weight will cause you to weigh less.
829162964192198656,2017-02-08 03:00:30,"Saying ""I hate being single"" on Valentine's Day will not make you any less single."
829117825696542720,2017-02-08 00:01:08,Most ketchup bottles can not solve math equations.
828800506550161408,2017-02-07 03:00:13,Hand grenades are not a key ingredient in baking a cake.
828755290153689088,2017-02-07 00:00:33,Drinking hydrogen will not keep you hydrated.
828438144118878209,2017-02-06 03:00:19,Chances are if you walk outside today you will not be hit by a stop sign.
828392767072137217,2017-02-06 00:00:01,Sharks eat more people than potatoes do.
828256901150420992,2017-02-05 15:00:08,"According to recent studies, more people sleep in beds than on stove tops."
828075723495731200,2017-02-05 03:00:12,Tomorrow is not yesterday.
828030504519790592,2017-02-05 00:00:30,You are more likely to die from old age than getting hit by a flying boat.
827894486151856128,2017-02-04 15:00:01,Cats and children should not be kept in the refrigerator.
827713386137923584,2017-02-04 03:00:24,Breathing is something that you do everyday.
827667996986503170,2017-02-04 00:00:02,Bananas cannot legally drive vehicles in the United States.
827351042358665217,2017-02-03 03:00:34,Recent studies suggest that there are at least 81 people on earth over the age of 30.
827305652624228353,2017-02-03 00:00:12,You are older each time you read this sentence.
826988542782013441,2017-02-02 03:00:07,Studies show that 10 out of 10 people die by the age of 200.
826943306332532737,2017-02-02 00:00:22,"If you pour water on your hands, you will have wet hands."
826626188307206146,2017-02-01 03:00:15,Your chance of death increases by 100% after you are born.
826580983763841029,2017-02-01 00:00:38,A fireman is not a man made of fire.
826263738810560512,2017-01-31 03:00:01,Snakes and toilet paper are not the same thing.
826218444127424513,2017-01-31 00:00:02,"The word ""no"" does not mean ""yes."""
825901502673858561,2017-01-30 03:00:37,"Despite their differences, the elephant and a cucumber are not the same."
825856070732103681,2017-01-30 00:00:05,You don't need water to surf the internet.
825720305276579841,2017-01-29 15:00:36,Spiders don't typically eat with chopsticks.
825539055135911937,2017-01-29 03:00:23,It is very difficult to staple water to a tree.
825493785715081216,2017-01-29 00:00:30,Hitting your funny bone is not that funny.
825358112412545024,2017-01-28 15:01:23,Your body is made entirely of body parts.
825176601352617985,2017-01-28 03:00:07,Eating sand will not quench your thirst.
825131274234892288,2017-01-28 00:00:00,Leonardo Dicaprio has never won an Oscar.
824814322199228416,2017-01-27 03:00:33,"The word ""Potato"" is the only word in the English language that begins with ""p"" and ends with ""otato""."
824769054007259136,2017-01-27 00:00:40,It is illegal to shoot someone in the face.
824406640275427329,2017-01-26 00:00:34,Eating lightbulbs will not make you brighter.
824089488741859329,2017-01-25 03:00:19,A microwave is not a wave for a midget surfer.
824044239084552192,2017-01-25 00:00:31,Going fishing is a great way to catch fish.
823727057339293696,2017-01-24 03:00:09,An eggplant is not a plant that grows eggs.
823681846449991682,2017-01-24 00:00:30,There is a skeleton inside your body right now.
823364705360216066,2017-01-23 03:00:17,Ice is actually just frozen water.
823319549437153280,2017-01-23 00:00:51,Smoking crack in public may get you arrested.
823183580230778880,2017-01-22 15:00:34,Everyone's birthday is this year.
823002268538703872,2017-01-22 03:00:06,Slapping a person is not the best way to greet them.
822957058391732225,2017-01-22 00:00:27,100% of known countries are on Earth.
822821227689549825,2017-01-21 15:00:42,Miley Cyrus and Hannah Montana were the same people.
822639954413178880,2017-01-21 03:00:23,"If you are reading this, congratulations you have been born."
822594668055695360,2017-01-21 00:00:26,People die when they are killed.
822277485731737601,2017-01-20 03:00:04,Your belly button is not a real button.
822232395265011715,2017-01-20 00:00:54,"The expression ""elephant in the room"" does not actually mean there is a live elephant in the room."
821915187351588864,2017-01-19 03:00:25,The Easter bunny is not a giraffe.
821869936951881728,2017-01-19 00:00:37,Eating smarties does not make you smarter.
821507620674695168,2017-01-18 00:00:54,Pepper spray does not taste like pepper.
821190286466543618,2017-01-17 02:59:55,100% of teenagers are not 43 years old.
821145298437369856,2017-01-17 00:01:09,"In life, you are either a potato or not a potato."
820827987025293313,2017-01-16 03:00:17,Being a couch potato does not make you an actual potato.
820782657147699200,2017-01-16 00:00:09,Alligators are not good house pets.
820646890878418944,2017-01-15 15:00:40,Getting out of your car to lick the road will likely not solve any of your personal problems.
820465595644870656,2017-01-15 03:00:16,If you put your hand in fire you will learn that it is not cold.
820420340870479873,2017-01-15 00:00:26,Drinking alcohol causes intoxication.
820284375313092608,2017-01-14 15:00:09,"If you woke up this morning hoping it was Christmas, you will be sad."
820103283624857601,2017-01-14 03:00:34,Take your age and add 4 then minus 4. That is how old you are.
820058038488940544,2017-01-14 00:00:46,If you head butt a rock it will probably hurt.
819740720986726400,2017-01-13 02:59:52,You can jump in a volcano. But only once.
819695470880653312,2017-01-13 00:00:04,Dumb people are not smart.
819378468806938627,2017-01-12 03:00:24,"The word ""Funny"" is the only word in the English language that begins with ""f"" and ends with ""unny""."
819333189399355393,2017-01-12 00:00:29,Your birthday comes once a year.
819015981683064833,2017-01-11 03:00:01,If every person in the world held hands around the equator a significant portion of them would drown.
818970674450595841,2017-01-10 23:59:59,If you stop breathing for an extended period of time you will die.
818653661144502278,2017-01-10 03:00:17,Water is wet.
818608262727815168,2017-01-09 23:59:53,"Right now, you are reading this tweet."
818291227766456329,2017-01-09 03:00:06,"Every 60 seconds in Africa, one minute passes by."
818245904981430274,2017-01-09 00:00:00,Sharks are the number one cause of shark attacks.
818110074199703552,2017-01-08 15:00:16,Baby oil isn't made from babies.
817928817704652801,2017-01-08 03:00:01,Jellyfish are not made of jelly.
817883619444355073,2017-01-08 00:00:25,It gets dark at night.
817747716675633152,2017-01-07 15:00:23,TV is short for television.
817566481282199556,2017-01-07 03:00:13,Goldfish are not made of gold.
817521144165187584,2017-01-07 00:00:04,"Using ""airplane mode"" does not turn your phone into an airplane."
817204166678478848,2017-01-06 03:00:30,Do not jump out of a window. You cannot fly.
817158828395528193,2017-01-06 00:00:21,Dogs are not cats.
816841812090437632,2017-01-05 03:00:38,Crocodiles do not make good house pets.
816796367129636864,2017-01-05 00:00:03,If you stop breathing you will die.
816479252417757184,2017-01-04 02:59:57,Fish can breathe under water.
816434002110386176,2017-01-04 00:00:09,Birds like to fly.
816116891785842688,2017-01-03 03:00:04,You are on twitter.
816071716464168960,2017-01-03 00:00:33,Giraffes have long necks.
815754514905108481,2017-01-02 03:00:06,Elephants are not fish.
815709274861092864,2017-01-02 00:00:20,You don't grow wings when you turn 10.
815573266282774528,2017-01-01 14:59:53,The Great Wall of China is in China.
815445213388873728,2017-01-01 06:31:03,It is 2017.
815392202620858368,2017-01-01 03:00:25,"You move faster running, rather than walking."
815346792720175104,2016-12-31 23:59:58,Trees cannot talk.
815210909605957633,2016-12-31 15:00:01,You are not sleeping.
815029687860785153,2016-12-31 02:59:54,Teenagers are not 52 years old.
814984436647424000,2016-12-31 00:00:06,People live on earth.
814667331431526400,2016-12-30 03:00:02,The color blue is not red.
814622172647923712,2016-12-30 00:00:35,"The more birthdays you have, the older you are."
814305156846276608,2016-12-29 03:00:53,It's not safe to drive blindfolded.
814259746274418688,2016-12-29 00:00:26,You have one birthday a year.
813942795174113284,2016-12-28 03:00:59,Smoking crack is not good for your health.
813897309692035073,2016-12-28 00:00:14,Swimming in lava is a once in a lifetime experience.
813580182967779330,2016-12-27 03:00:05,Do not jump out of a plane without a parachute. You cannot fly.
813534906030682113,2016-12-27 00:00:11,Cows are not good at math.
813217878291914752,2016-12-26 03:00:25,Stephen Curry is good at shooting basketballs.
813172499794063360,2016-12-26 00:00:06,The color blue is not in the alphabet.
813037686298710022,2016-12-25 15:04:24,Just kidding! Merry Christmas 🎄
813036700943482884,2016-12-25 15:00:29,Today is not Christmas.
812810174490693637,2016-12-25 00:00:21,Blind people have trouble seeing.
812674386679496704,2016-12-24 15:00:47,"If you are reading this right now, you can read."
812492983023108096,2016-12-24 02:59:57,Bananas are banana flavored.
812447831311155202,2016-12-24 00:00:32,Oranges are not purple. They are orange.
812130743325511681,2016-12-23 03:00:32,It is harder to see in the dark compared to light.
812085364244566016,2016-12-23 00:00:13,Boats are cars but for the water.
811768208147574786,2016-12-22 02:59:57,"If you do not sleep for a long time, you will become tired."
811723113247412224,2016-12-22 00:00:45,"If you don't cut your hair, it will grow longer and longer."
811405942277476352,2016-12-21 03:00:26,You should not drink boiling water.
811360564135989248,2016-12-21 00:00:07,Ice is actually frozen water.
811043459117223936,2016-12-20 03:00:03,Sharks are the number one cause of shark attacks.
810998199125151749,2016-12-20 00:00:12,"If a person is homeless, there's a very high probability that they do not have a home."
810681047784583169,2016-12-19 02:59:58,Studies have proven that 100% of divorced men were once married.
810635850778349568,2016-12-19 00:00:22,Today is not Halloween.
810499847048536064,2016-12-18 14:59:56,Babies are not born with clothes on.
810318672317284352,2016-12-18 03:00:01,Rudolph the red nose reindeer had a red nose.
810273407120109568,2016-12-18 00:00:09,"Under your clothes, you're naked."
810137467223494656,2016-12-17 14:59:58,Food is an important part of a balanced diet.
809956316236103680,2016-12-17 03:00:08,This is a tweet.
809911034706350080,2016-12-17 00:00:12,If you are allergic to peanuts you shouldn't eat peanuts.
809593924360736769,2016-12-16 03:00:07,Wiz Khalifa and Snoop Dogg like to smoke weed.
809548718353608705,2016-12-16 00:00:29,Bald people don't have hair.
809231641004699648,2016-12-15 03:00:32,You need eyes to see.
809186376474361860,2016-12-15 00:00:40,100% of murderers have killed someone.
808869215721705472,2016-12-14 03:00:23,Don't set your house on fire.
808824028085571586,2016-12-14 00:00:50,Most cell phones have touchscreens now.
808506746352402433,2016-12-13 03:00:04,"When you laugh, you have found something funny."
808461524268437504,2016-12-13 00:00:22,An eggplant is not a plant that grows eggs.
808144450274885633,2016-12-12 03:00:26,Ducks are not good firefighters.
808099061131833345,2016-12-12 00:00:04,Studies show that 10 out of 10 people die by the age of 200.
807963169259978753,2016-12-11 15:00:05,Hitler had a bad temper.
807782025038036992,2016-12-11 03:00:17,Babies are not washing machine safe.
807736663682248704,2016-12-11 00:00:02,Gasoline will not put out a fire.
807600824352440320,2016-12-10 15:00:15,Studies show that fire is very hot.
807419557195485184,2016-12-10 02:59:58,Your parents are probably older than you.
807374424869638144,2016-12-10 00:00:37,Ice is actually just frozen water.
807057320052224000,2016-12-09 03:00:34,People who are 150 years old are probably dead.
807011976589279232,2016-12-09 00:00:23,100% of teenagers are not 43 years old.
806694914042036224,2016-12-08 03:00:29,Butterflies are not made of butter.
806649653269774342,2016-12-08 00:00:38,Sharks eat more people than potatoes do.
806332418307276800,2016-12-07 03:00:04,Losing weight will cause you to weigh less.
806287095945891840,2016-12-06 23:59:58,Tomorrow is not Monday.
805970010967605248,2016-12-06 02:59:59,An orange is not purple.
805924708055126016,2016-12-05 23:59:58,If you are reading this you are probably not blind.
805607771727163392,2016-12-05 03:00:34,Every year somebody is born.
805562423449108480,2016-12-05 00:00:23,A potato does not have wifi capability.
805426432591720448,2016-12-04 15:00:00,A blue shirt is probably blue.
805245263212412928,2016-12-04 03:00:06,A duck is not a giraffe.
805199952804802561,2016-12-04 00:00:03,Studies show that there are at least 12 people living in the United States.
805064199592349696,2016-12-03 15:00:37,A fireman is not a man made of fire.
804882865003646977,2016-12-03 03:00:03,"If you pour water on your hands, you will have wet hands."
804837704609497088,2016-12-03 00:00:36,Rock music is not sung by rocks.
804520576635338752,2016-12-02 03:00:27,Smoking crack is not good for your health.
804475255028875264,2016-12-02 00:00:21,Breathing is something that you do everyday.
804158186362179584,2016-12-01 03:00:26,Humans do not grow from the ground like trees.
804113027037544448,2016-12-01 00:01:00,Women have a higher risk of getting pregnant than guys.
803795782684016641,2016-11-30 03:00:23,Pepper spray does not taste like pepper.
803750504325152768,2016-11-30 00:00:27,Brushing your teeth with boiling water is very likely to burn your mouth.
803433420642779136,2016-11-29 03:00:29,Horses can't fly.
803388011304157185,2016-11-29 00:00:02,"If you jump in a pool, you will probably get wet."
803070979857477632,2016-11-28 03:00:16,Rudolph the red nose reindeer had a red nose.
803025703805612032,2016-11-28 00:00:21,Dumb people are not smart.
802889856435257344,2016-11-27 15:00:33,Baby oil isn't made from babies.
802708596307980288,2016-11-27 03:00:17,Fish don't speak English.
802663237703573504,2016-11-27 00:00:03,You are on twitter.
802346183062683648,2016-11-26 03:00:11,Water is wet.
802300970550042624,2016-11-26 00:00:32,Alligators are not good house pets.
801986996122058753,2016-11-25 03:12:54,Today is Thanksgiving
801983914894102528,2016-11-25 03:00:40,You are homeless if you do not have a home.
801938558474981376,2016-11-25 00:00:26,100% of teenagers are not 43 years old.
801621403644624898,2016-11-24 03:00:10,Everyone's birthday is this year.
801576204558073856,2016-11-24 00:00:34,Take your age and subtract 2 then add 2. That is your exact age.
801259086083805184,2016-11-23 03:00:27,Today is the day after yesterday.
801213671473053696,2016-11-22 23:59:59,Dogs are not good at math.
799990746275315712,2016-11-19 15:00:31,Jellyfish are not made of jelly.
799809521921196037,2016-11-19 03:00:24,It gets dark at night.
799764299761729536,2016-11-19 00:00:42,TV is short for television.
799447142796558336,2016-11-18 03:00:26,Goldfish are not made of gold.
799401739837382656,2016-11-18 00:00:01,"Using ""airplane mode"" does not turn your phone into an airplane."
799084782495920128,2016-11-17 03:00:33,Do not jump out of a window. You cannot fly.
799039382820896769,2016-11-17 00:00:08,Dogs are not cats.
